Revenue Growth,EPS,Gross Margin,Profit Margin,Free Cash Flow margin,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,returnOnAssets,returnOnEquity,currentRatio,quickRatio,Graham Number,ROE,Gross Profit Growth,Net Income Growth,EPS Growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),R&D Expense Growth,Class
0.0774,0.85,0.2944,0.076,0.2063,0.9125,0.1875,2.4706,0.9043,0.9594,0.95445,2.186597938,0.186580002,0.0916,0.4173,0.554,0.433321787,6.6337,0.4173,0.085,-0.0467,-0.0556,5.7652,-0.0635,-0.1737,-0.1643,-0.1405,-0.2081,0.0568,-0.0159,-0.0283,0,0,0
0.0779,8.4,0.4494,0.212,0.1654,16.1988,2.9087,13.8381,17.7257,12.0935,12.09532037,13.72460745,2.909153089,0.442,0.2583,0.942,0.754983203,78.6557,0.2583,0.0756,0.4029,0.466,0.1273,0.0707,0.0955,0.0858,0.122,0.1257,0.1237,0.1363,0.1967,0.1931,0,1
0.6267,5.46,0.1135,0.082,0.0787,1.267,0.686,7.826,8.7128,8.2455,8.231634595,8.308221667,0.684891726,,0.1163,5.149814586,0.392347837,73.645,0.1163,0.4365,1.0924,0.6154,0.7133,0.0813,0.1533,0.1141,-0.0276,0,0,0,0.1579,0.1039,0,1
0.1737,7.81,0.2786,0.089,0.1155,1.3855,1.2497,13.9296,10.8166,6.7892,6.656188568,13.74792105,1.22520384,0.0842,0.0959,1.252,1.006109455,119.2212,0.0959,0.3435,0.6122,0.6004,0.5975,-0.0425,-0.0606,0.0577,0.0095,-0.0251,0.1573,-0.0409,-0.0698,0.471,0.4005,1
0.18,1.74,0.4604,0.133,0.3018,11.9374,6.4131,48.3276,21.3516,18.0719,18.15840963,48.4018279,6.443761569,0.2342,0.1337,1.273,1.235948116,22.6413,0.1337,0.1292,0.146,0.1678,1.5016,,0.1876,0.1992,,0.2313,0.305,,0.1725,0.2002,0.1238,1
-0.0029,-0.3,0.1119,-0.158,-0.0237,,1.2447,0,0,,5.530764641,,1.24299976,-0.0429,-0.0713,0.865,0.262288477,,-0.0713,1.5894,-0.5098,-0.5,0.6543,0.0328,-0.0499,0.0104,-0.0109,-0.1327,-0.0912,0,0,0,-0.3868,1
0.0298,3.29,0.2537,0.02,0.0373,5.2847,0.6311,32.4012,17.106,11.1441,10.88881254,31.28739414,0.616689513,0.1028,0.1266,0.76,0.157537474,44.1593,0.1266,0.0187,-0.2771,-0.2523,-0.1323,0.0606,0.0376,0.0357,0.0642,0.0452,0.0228,0.005,-0.0815,-0.1338,0,1
0.2499,3.8,0.3471,0.484,0.0782,5.3649,0.9826,2.0237,12.529,4.7895,4.723079963,2.003362966,0.968956338,0.491,2.6594,3.16,2.437847074,11.0689,2.6594,0.7314,2.0738,1.9688,-0.0215,-0.1402,-0.2108,-0.1578,-0.1523,-0.2659,0.8673,-0.0288,0.0685,0,0,1
0.0541,2.34,0.6806,0.147,0.1964,0,4.6979,32.6538,23.919,18.1922,18.06954536,31.72919204,4.666278301,0.3667,0.233,1.165,0.717598847,23.251,0.233,0.0579,1.5982,1.6591,0.8205,0.0373,0.0154,0.0478,0.0306,0.0104,-0.0219,-0.0425,0.0968,0.1458,-0.0568,1
0.0016,2.3,0.3991,0.13,0.1253,0,2.2437,17.4043,17.9013,14.7409,14.66366828,17.12279278,2.231943958,-5.1935,0.1319,0.454,0.24532473,30.2086,0.1319,0.0317,0.1955,0.2299,0.9259,-0.0426,-0.0238,-0.0147,-0.0037,-0.0577,0.05,0.0171,0.0082,-0.2018,0,1
0.0894,0.82,0.4118,0.04,0.0222,17.1854,1.0873,29.5854,50.5288,7.425,7.590806724,28.01252137,1.11156626,0.023,0.0717,0.857,0.740608814,15.0742,0.0717,0.0521,-0.7609,-0.7574,-0.2383,-0.0273,0.0005,0.0568,0.0151,0.0343,0.1957,0,0,0,0,1
-0.0666,-0.42,1.7925,-0.135,0.2164,,1.1218,0,5.1843,4.9033,5.166318447,,1.117919323,-0.0763,-0.1346,1.497,1.646303818,,-0.1346,-0.0506,-17.6203,-9.5,-0.2684,-0.0439,-0.0461,-0.0029,-0.0683,0.0635,-0.1089,0,0,0,0.051,1
-0.0274,-0.02,0.1804,-0.008,-0.0378,,1.2576,0,0,,4.421559633,,1.260156882,-0.0039,-0.0057,2.609,0.756205095,,-0.0057,-0.1774,-1.0579,-1.0556,-1.4837,-0.0001,-0.0492,-0.0117,0.0038,-0.0501,-0.0466,0,0,0,0.0302,1
0.1757,2.47,1,0.329,1.1731,2.8729,5.5354,16.8138,4.7099,4.5026,4.46039088,15.84220952,5.483480932,,0.1697,0.319468941,0.289518728,29.2246,0.1697,0.1757,0.5271,0.5153,10.5932,0.0538,0.1219,0.1571,1.3633,0.4829,1.1365,0.0952,0.2556,0.3322,0,1
0.1881,-1.99,0.3514,-0.214,-0.0437,0.2783,0.2348,0,0,2.1966,2.037855697,,0.217799216,-0.1029,-0.2373,1.915,1.487989693,0,-0.2373,0.264,-0.1947,-0.0474,0.7398,-0.0706,-0.1557,-0.1205,-0.1541,-0.2737,-0.3147,0,0,0,0.0994,1
0.781,1.07,0.8261,0.403,-0.301,0.719,1.766,4.3925,0,2.1879,2.185296161,4.379828619,1.763908731,0.1085,0.1639,0.657,0.536968005,12.5441,0.1639,0.7573,0.8249,0.5507,0.7406,,0.269,0.264,,0.3076,0.1761,,0.4493,0.7787,0,0
1.1759,0.78,0.8675,0.284,-0.5253,2.051,3.3427,11.6923,0,4.5463,4.545072114,11.74755745,3.341781846,0.1072,0.1745,1.07,1.061309062,8.8343,0.1745,1.2045,3.164,3.1667,0.2745,,,,,,,,,,-0.0645,0
0.4058,5.09,0.5993,0.314,0.2997,21.9592,15.3995,48.4971,50.7946,42.7159,42.01365817,48.2874404,15.14636925,0.3349,0.4078,8.027,7.261925412,37.6068,0.4078,0.4329,0.8289,0.6526,0.9368,0.0809,0.186,0.2412,0.0974,0.3445,0.5272,0.1337,0.4114,0.6448,0.2283,1
0,5.7,0.6692,0.188,0.2271,0,4.2425,22.6404,18.674,15.4737,15.37908673,22.32013497,4.185179203,0.4805,0.256,1.474,1.08181236,53.4583,0.256,0.0019,0,0,0.0424,0.0295,0.0369,0.0637,0.0448,0.0596,0.0545,0.0213,0.0299,0.0086,0,1
0.0814,2.27,0.3732,0.033,0.1645,0,1.1219,34.1013,6.77,5.5088,5.288782473,32.947156,1.07712163,0.0728,0.0585,2.387,1.616247756,44.3077,0.0585,0.2689,0.7003,0.6449,0.1792,0.0664,0.0176,0.0344,0.0838,0.0181,0.1358,-0.0531,-0.1098,-0.2887,-0.0168,1
0.0857,1.21,0.7136,0.17,0.0008,0,4.9785,29.2066,6100.5675,157.7533,157.434,29.20678636,4.968394584,3.1829,0.1915,0.761,0.333460076,13.1017,0.1915,0.086,15.0673,14.125,-0.9928,0.0285,0.0596,0.0846,-0.1206,-0.2297,-0.2419,0,0,0,0.1163,1
0.0498,5.79,1,0.296,0.247,1.4264,2.5166,8.7116,10.4536,8.8213,8.907402873,8.246168642,2.541156911,,0.1143,0.095227358,0.050518891,83.9074,0.1143,0.0498,0.2244,0.2781,-0.5733,0.003,0.068,0.0854,-0.0601,-0.0669,-0.0687,0.1019,0.1907,0.1705,0,1
0.0605,1.48,0.3808,0.107,0.1361,4.1149,1.1822,11.1554,8.7462,5.454,5.491239994,11.15227606,1.190299576,0.1477,0.1978,2.156,1.194854693,15.9169,0.1978,0.0998,-0.2261,-0.2292,0.1223,0.0985,0.1743,0.1867,0.1121,0.327,0.3909,0,0.3454,0.446,0.0942,1
-0.114,0.6598,1,0.0683,0.2277,,0.9427,13.8527,2.1171,7.4365,1.895128488,1.727886652,0.457747164,,0.1821,0.772488966,0.350472148,,0.1821,-0.114,-0.0836,-0.0821,0.8923,,0.1942,0.0986,,0.0307,0,,0.2037,-0.012,0,0
0.0546,4.06,1,0.25,0.2996,2.3088,2.8393,11.5936,9.6126,7.7621,7.786963399,10.94482713,2.848379242,,0.105,0.508615425,0.575535076,61.4109,0.105,0.0546,0.0465,0.0856,0.4153,0.0337,0.0477,0.0592,0.0895,0,0.1697,0.1316,0.1839,0.1417,0,1
0.1206,-0.78,0.1114,,,,,,,,,,,,,1.164122137,0.648854962,,,1.0345,-13.9259,-14,,,,,,,,,,,,1
0.2482,0.11,0.3318,0.005,0.0015,1.3953,1.3559,238.6364,911.5909,2.6378,2.616067885,247.02221,1.344704464,0.0021,0.0056,1.221,0.866878692,6.8236,0.0056,0.8358,-0.9693,-0.9678,-0.9742,-0.0634,-0.1245,0.0375,-0.073,-0.1687,0.119,-0.26,-0.5496,0,0,0
0.2415,0.53,0.3229,0.033,-0.0676,99.3999,2.0462,60.717,0,18.3459,18.36494006,61.20376634,2.048350196,0.0751,0.0538,0.876,0.024805556,10.764,0.0538,0.2403,0.1753,0.0816,-2.4484,,,0.1707,,,0.7981,,,0,0,0
0.5552,-2.12,0.0648,-2.028,0.0534,,0.7275,0,13.6165,1.7953,1.786863158,,0.724499851,-0.6089,-1.2777,2.218,1.066462949,,-1.2777,0.2937,-10.3491,-10.1579,1.2202,0.0079,-0.0815,-0.0931,0.1464,0.0375,-0.0637,0,0,0,-0.5313,1
0.417,-0.23,0.751,-0.104,-1.0229,1.8211,1.9558,0,0,6.775,6.229737054,,1.798366782,-0.0262,-0.0998,1.326,0.896739074,0,-0.0998,0.3287,0.5781,0.5965,-10.8968,,-0.0028,0.2186,,-0.1422,-0.1763,,0,0,0.3955,1
0.0802,5.69,0.5962,0.089,0.0415,0,0.7699,8.7698,18.5332,4.8777,4.814794962,8.582203776,0.759957061,0.1781,0.2875,0.341,0.208795349,50.5546,0.2875,0.0236,0.2278,0.2787,0.6307,-0.0126,0.0798,0.0779,0,0.1421,0.005,0,-0.1417,-0.0009,0,1
0.0716,0.55,0.36,0.227,0.2748,,3.6851,15.9545,13.1674,14.8552,11.46492337,15.29271355,3.47542608,0.3372,0.2496,3.546,3.092883549,,0.2496,0.0468,0.1617,0.1702,0.1877,0.102,0.0842,0.0837,0.0996,0.075,0.0555,0.0798,0.0787,0.0776,0,1
0.0783,4.45,0.4127,0.167,0.1159,2.1493,2.3156,13.5483,19.9729,7.879,7.737884355,13.62230974,2.274112615,0.1112,0.129,0.242,0.145588874,58.0931,0.129,0.1117,0.2095,0.2327,-0.0795,0.0385,0.0635,0.1015,0.0657,0.1687,0.1074,0.0459,0.2718,0.2589,0,1
1.2954,1.62,0.7489,,,,,,,,,,,,,1.249570447,0.723797251,,,1.398,2.3101,0.8,,,,,,,,,,,1.474,1
0.0761,1.1,0.3564,0.075,0.1499,,1.7755,11.8273,11.8413,1.837,6.416567894,23.57393193,1.769080743,0.0423,0.1003,1.479,1.707995689,,0.1003,0.1878,79.8242,56,0.0638,,,,,,,,,,-0.1501,1
0.5354,0.86,0.6271,0.056,0.2302,0,1.2273,28.7674,5.0723,5.0277,4.782810559,20.74161616,1.167489813,0.5745,0.0708,1.059,0.902176632,17.6312,0.0708,0.5694,2.7626,2.4576,0.6258,0.1493,0.1313,0.1271,0.1921,0.1427,0.1997,0.0922,-0.1169,-0.2072,0,1
0.345,1.4,0.5985,0.294,-0.1339,0.708,0.7657,2.5857,0,1.5743,1.563891641,2.591127959,0.760613307,0.1481,0.2764,0.962,0.695742399,12.6909,0.2764,0.2994,-0.4087,-0.3913,-0.5267,,-0.0107,0.1604,,-0.0341,0.1342,,0.0942,0,0,0
0.1164,1.34,0.5845,0.077,0.1604,0,4.1545,53.9776,25.9185,20.1644,20.00846771,53.23198758,4.122354196,0.1796,0.0771,1.624,1.028406569,22.9346,0.0771,0.193,3.9644,3.963,0.1062,-0.0094,0.0663,0.0844,-0.0231,0.1093,0.2181,-0.0817,-0.0402,-0.2305,0.0177,1
-0.0101,3.11,1,0.316,0.4152,1.2007,2.3049,7.5659,5.7013,5.4015,5.498640057,7.161019609,2.346349321,,0.135,0.062578363,0.023023547,41.7343,0.135,-0.0101,0.0062,0.0874,1.1559,0.1169,0.0567,0.0894,-0.0231,-0.043,0.1189,0,0.0905,0.1496,0,1
0.4117,-1.47,0.3011,-0.097,0.041,0.7372,0.6764,0,16.57,3.0797,3.076568273,,0.675671225,-0.0726,-0.0917,1.805,1.527306789,0,-0.0917,0.4504,-55.386,-50,1.6648,0.0124,-0.0416,0.0537,-0.0272,-0.1151,-0.2137,0,0,0,0,1
0.0411,4.15,1,0.321,0.4997,1.9263,3.4933,11.012,7.0687,6.9912,7.014367266,10.44247122,3.504861215,,0.1391,0.070997578,0.059515124,54.3508,0.1391,0.0411,0.1473,0.1756,0.6323,0.0701,0.057,0.0638,0.0781,0.0076,0.091,0.0989,0.0647,0.0922,0,1
0.0758,18.05,0.1942,0.103,0.1357,0,1.811,17.867,13.3486,11.9529,11.82525843,17.3218556,1.791673931,0.5539,30.8555,1.076,0.310650815,15.571,30.8555,0.129,0.2367,0.2865,0.1727,0.0792,0.0909,0.0747,0,0.1991,0.2452,0.1758,0.2473,0.3359,0.0283,1
0.067,0.3479,0.1332,0.0129,0.1362,,0.1401,10.8077,1.0285,4.7383,1.845968084,2.772884648,0.138397583,0.0457,0.0895,0.5304,0.770352199,,0.0895,0.4558,6.4709,6.4874,0.6696,0.0364,0.1373,0.0135,-0.0363,0.0136,-0.27,-0.0272,0.1904,0,0,1
0.0921,0.6,0.6021,0.025,0.0134,1.0448,0.6392,26.7667,47.523,4.0221,4.022076337,26.03652607,0.639183455,0.0238,0.0401,0.55,0.458217822,14.4052,0.0401,0.0179,-0.8329,-0.8246,-0.4691,0.0722,0.0545,0.0725,0,0.0826,-0.0766,0,0.0072,-0.3403,0,1
0.1908,-4.25,0.7009,-0.523,-0.2502,0.4844,0.6898,0,0,1.6332,1.640991179,,0.693044086,-0.2021,-0.3677,0.839,0.311995214,0,-0.3677,0.5103,-4.7564,-4.7946,0.6483,-0.049,-0.1152,-0.1076,-0.0793,-0.124,0.0798,0,0,0,-0.9864,0
0.0825,2.58,0.7783,0.235,0.1868,25.7513,2.515,10.8798,13.7063,10.168,10.27082769,10.7904585,2.540467151,0.5926,0.4028,1.6,1.263358779,19.6536,0.4028,0.0854,3.4877,3.7158,-0.1907,0.0528,0.1145,0.1552,0.0206,-0.068,-0.0669,0.0658,0.032,0.2182,0.0498,1
0.0407,1.22,1,0.309,0.378,1.4653,2.9599,9.7705,7.9777,7.3311,7.394965098,9.162749288,2.985663101,,0.1255,0.044156111,0.031729353,17.0006,0.1255,0.0407,0.1919,0.1961,-0.0818,0.0205,0.0465,0.0319,-0.0723,0.0561,0.0747,0,0.1087,0.143,0,1
-0.0843,-0.0115,1,0.0126,-2.1853,,0.6793,0,0,,,63.07623543,0.679333422,,0.0043,0.711249106,0.245845085,,0.0043,-0.0843,1.3404,0.9819,-2.3231,-0.0442,-0.1315,-0.1898,0,0,0,0,-0.2492,0,0,0
0.047,1.05,0.6068,0.216,0.2235,4.9032,4.353,20.3333,19.7434,18.3626,18.32629468,20.09554948,4.344394597,0.2428,0.1258,5.613,5.037889833,14.083,0.1258,0.1391,23.6244,25.25,2.3032,-0.0014,-0.0325,-0.1207,0.1433,-0.0267,-0.0701,0,0.1363,0.0708,-0.1125,1
0.1127,5.07,0.2341,0.038,0.0524,0,0.5173,13.5227,9.8525,8.2343,8.060573085,13.25726819,0.506355743,0.4979,0.1932,0.824,0.339594775,55.1671,0.1932,0.0559,0.232,0.3342,0.168,0.0834,0.117,0.1021,0.1052,0.129,0.1537,0.0882,0.1348,0.0781,0,0
0.5845,-1.31,0.5692,-0.611,-0.0789,19.9218,12.7727,0,0,-244.0703,,,11.70138508,-0.7112,-0.4874,4.159,3.823215751,0,-0.4874,0.617,0.1571,0.4496,0.5831,,-0.3712,-0.0326,,0,0,,0,0,0.1716,0
1.2033,2.37,0.523,0.078,0.0658,3.9058,0.8188,10.5781,12.6146,4.9612,5.011967875,10.54333401,0.827168001,0.1443,0.0768,1.476,1.217149422,40.8367,0.0768,1.1882,-0.1343,-0.4589,18.4044,-0.0912,-0.0585,0.2764,0.0606,0.0121,0.2543,0,0.0899,0.1825,0,1
0.0409,1.93,0.1766,0.037,0.0471,0.8939,0.4104,10.9378,8.6526,8.4233,8.261864636,10.74224259,0.402485453,,0.0816,2.796365915,0.543351504,32.0231,0.0816,0.1122,-0.0566,-0.0766,-0.5761,0.0284,0.1534,0.1629,-0.0541,0,0.0864,0,0.3204,0.2828,0,1
,0.86,0.62712025,0.058182507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.1915,4.45,0.3208,0.081,0.1885,3.4912,1.1001,13.5573,5.8286,5.5978,5.374421079,12.91521493,1.056229451,,0.2417,0.503388051,0.493406098,43.1106,0.2417,0.2773,0.6291,0.6241,0.6669,0.1107,0.126,0.1552,0.1662,0.2775,0.402,0,0.1821,0.2753,0,1
-0.0083,3.69,0.4831,0.275,0.3214,0,3.659,13.3848,11.3831,11.0602,10.90477878,13.1411746,3.607553964,-0.4656,0.4709,0.203,0.069598452,25.5602,0.4709,0.0243,-0.3188,-0.3051,0.7339,0.0369,0.0199,0.0133,0.0654,0.1534,0.1443,0.0447,0.1032,0.115,0,1
0.0082,2.29,0.6973,0.104,0.1207,0,3.6784,35.4978,30.4995,23.5223,23.0327631,34.75691442,3.601824937,0.1774,0.0612,2.279,1.70706069,43.9133,0.0612,0.023,-0.2294,-0.2158,-0.3573,0.0635,0.0629,0.0608,0.0115,-0.0657,-0.0828,0.0195,-0.0762,-0.0215,0.0287,1
0.0151,-4.27,0.4039,-0.661,0.1239,0.2875,1.0622,0,8.6843,5.7449,5.820645161,,1.076182903,-0.0872,-0.1523,2.708,2.273662551,0,-0.1523,-0.2304,0.3617,0.4663,-0.4443,-0.1665,-0.2415,-0.3182,-0.2267,-0.2587,-0.4992,0,0,0,0,0
-0.0144,0.4772,1,0.0901,0.362,,6.4423,15.8005,17.7959,2.9924,14.54969643,88.75941063,6.290960871,,0.0223,0.779462098,0.316559075,,0.0223,-0.0144,1.6811,1.857,-0.8877,-0.0567,-0.0555,0.0343,-0.1948,0,-0.1415,-0.1772,0.1965,0,0,1
1.0727,0.76,0.8418,0.224,-0.4474,0.982,3.4167,14.5,0,4.5438,4.543793283,15.22964838,3.416652898,0.0504,0.0645,0.526,0.486088908,13.8527,0.0645,1.1171,1.6453,1.375,0.4557,,,,,,,,,,-0.3065,0
0.3043,0.75,0.6318,0.219,0.1298,0.6767,0.5344,2.28,3.8664,1.4868,1.396199496,2.291758641,0.501854902,0.0759,0.2826,0.812,0.77961474,6.5302,0.2826,0.4848,0.9779,0.7857,3.1832,-0.0488,-0.1307,-0.0187,-0.0909,-0.1989,-0.2093,-0.073,-0.0775,0,0,0
0.5413,5.93,0.5557,0.198,0.098,2.5987,2.9275,14.7066,29.716,6.51,6.444706835,14.64340899,2.898132835,0.1163,0.1766,1.356,0.930930832,66.9149,0.1766,0.6163,0.3239,0.3207,10.9929,0.0757,0.0225,0.2313,0.0367,-0.0013,0.2693,0.0184,0.0784,0,0.0252,0
0.0686,1.25,0.3102,0.062,0.0357,7.6433,0.7274,12.2,21.159,7.5717,7.689673212,11.94559298,0.738758959,0.3071,0.0898,1.004,1.331433888,20.2271,0.0898,0.0682,4.5465,4.9524,1.9813,,,0.0541,,,-0.0152,,,-0.0293,0.1191,1
0.055,5.71,0.6511,0.354,0.3838,22.9793,5.7508,16.5499,15.1312,12.6264,12.57091125,16.19574928,5.725562658,0.6337,0.6204,3.273,2.19886823,34.8382,0.6204,0.069,0.5155,0.5516,0.2978,0.0547,0.0792,0.0884,0.1128,0.1918,0.2019,0.1463,0.2391,0.2566,0.0338,1
0.7948,-0.11,0.5425,-0.015,0.0778,0.464,0.7584,0,9.4104,1.7673,1.706471863,,0.732301125,-0.0051,-0.0095,0.906,0.833184041,0,-0.0095,0.6083,-1.2851,-1.2075,2.3515,,-0.0929,0.0757,,-0.1548,0.0545,,0,0,1.3648,0
0.0344,2.8,0.2435,0.091,0.0036,3.9579,1.7623,19.2679,490.6643,10.149,9.888500606,18.77512879,1.717067864,0.0819,0.175,0.663,0.394099228,31.7292,0.175,0.2085,1.9695,1.1538,-0.9437,-0.0886,-0.1189,-0.0607,0.0884,-0.033,0.0298,0.0648,0.1669,0.3392,0,1
0.053,-0.57,0.1621,-0.003,0.0351,0,0.3431,0,10.018,7.5298,7.584951472,,0.345569639,-0.0472,-0.0102,1.028,0.550160195,0,-0.0102,0.1055,-1.0897,-1.0881,0.1214,0.1182,0.1234,0.1077,0.1192,0.1231,0.036,0,0,0,0,1
0.1994,-1.1,0.5243,-0.051,-0.0244,1.2741,1.8556,0,0,6.1879,6.201652635,,1.859728497,-0.0154,-0.0293,2.024,1.677258284,0,-0.0293,0.3232,0.9204,0.9162,0.8407,-0.1614,-0.1203,-0.0214,-0.0764,-0.1534,-0.0236,0,0,0,-0.286,1
0.1919,0.5,0.664,0.029,0.1775,0,4.2804,131.24,21.5769,20.3397,18.19659714,132.1200399,3.82935043,-0.4822,0.0973,0.757,0.51834376,7.2885,0.0973,0.2127,-0.4348,-0.6,0.2031,,-0.1006,-0.1448,,-0.018,-0.0654,,0,0,0.2198,1
-0.0436,2.27,1,0.226,0.004,4.9914,2.8892,13.1322,739.504,431.6115,430.9605285,12.78580226,2.884860137,,0.2417,1.285715871,1.780680011,21.9439,0.2417,-0.0436,0.0479,0.0271,1.0166,0,-0.0223,0.1118,-0.3718,-0.5931,-0.7387,0,0.0263,0.2662,0,1
-0.0087,-2,0.5695,-0.109,0.0832,0,1.2712,0,15.3066,7.8278,7.620292797,,1.237493443,-0.8747,-0.2501,1.209,0.990947495,0,-0.2501,-0.0255,-2.6597,-2.6667,-0.372,-0.0145,0.0384,0.029,0.0784,0.0441,-0.0334,0,0,0,0,0
0.4481,1.48,0.2815,,,,,,,,,,,,,3.180442375,1.675203725,,,0.5433,0.6528,0.6444,,,,,,,,,,,-0.0156,1
0.2698,-1.16,0.7328,-0.306,0.0468,0,5.9821,0,125.8087,85.5529,84.16398745,,5.885003971,-1.1994,-10.3528,1.013,0.940583856,0,-10.3528,0.2947,-0.0209,0.0252,2.3719,,-0.1316,-0.3483,,0,0,,0,0,0.18,0
0.4264,5.4,0.4199,0.218,0.1452,2.1735,2.4476,11.3667,16.8583,6.043,5.876295301,10.9090556,2.380126157,0.1217,0.1937,1.34,1.176875337,58.5875,0.1937,1.3612,2.151,2.1579,0.9863,-0.0165,-0.0118,0.1468,-0.0255,-0.0852,0.3229,-0.0427,-0.0566,0,0.3415,0
0.1533,-1.6074,0.1906,-0.0948,0.0373,,0.4144,0,11.1176,,3.993395856,,0.412673895,-0.0881,-0.1528,0.9104,0.776538462,,-0.1528,0.1312,-1.7477,-1.6709,-0.4725,,-0.027,0.0284,,-0.1383,-0.0421,,0,0,1.1921,1
0.0945,3.76,1,0.361,1.2071,1.3471,2.1788,6.2394,1.8049,1.8049,1.781265227,5.964365503,2.150223511,,0.1901,0.152718495,0.138294428,41.5656,0.1901,0.0945,0.4419,0.5473,0.0894,,,0.0973,,,0.2057,,,0.135,0,1
0.0542,1.83,0.9675,0.596,0.4718,1.0514,3.3654,5.7158,7.2078,6.946,7.019334125,5.703870872,3.400946356,,0.1871,0.444193819,0.321485851,20.2388,0.1871,0.074,0.8836,0.8673,0.3576,-0.1471,-0.016,0.001,-0.1881,0,0.4636,0,0,-0.1901,0,1
0.0387,4.3,0.6787,0.112,0.1353,2.9197,1.1899,10.8093,8.9643,5.3415,5.406471061,10.73179022,1.204364348,0.1481,0.2502,0.636,0.538519924,41.3329,0.2502,0.0089,-0.2657,-0.2294,0.6451,0.0991,0.0858,0.0795,0,0.1915,0.197,0.3342,0.3179,0.0865,0,1
-0.1663,-4.2,0.1816,-0.153,-0.0441,5.6252,0.706,0,0,-47.8024,,,0.706222435,-0.3256,-0.1855,1.289,0.876392323,0,-0.1855,-0.0997,-17.9603,-18.5,-11.3,,,-0.3501,,,0,,,0,-0.1113,1
0.1503,1.22,0.2479,0.017,0.0037,0.8823,0.3698,21.7869,101.1635,11.0648,11.06475853,21.83705649,0.369843455,0.0233,0.0404,1.483,0.72490579,28.7559,0.0404,0.2484,0.0461,0.0339,-0.9402,,,0.0548,,,-0.2052,,,0,-0.0313,0
-0.1051,0.1807,0.6164,0.0564,0.3238,,1.226,21.6934,3.786,12.1131,3.120598125,5.586008492,1.226009835,0.5002,0.1957,0.2629,0.658772449,,0.1957,-0.1151,0.2831,0.2816,-0.1902,,0.186,0.0187,,0.131,-0.0845,,0.1358,-0.0444,0,1
0.0433,1.78,0.6588,0.254,0.3824,2.3907,9.4324,37.0843,24.6393,17.9318,17.77692558,36.6683983,9.350929779,,0.0646,0.088929929,0.08742663,33.2539,0.0646,0.0326,0.0901,0.0854,0.4561,0.0002,0.0078,-0.0247,0.028,0.0848,-0.0042,0.017,-0.1914,-0.0929,0,1
1.2462,-17.94,0.0773,-0.401,-0.0234,0,0.1761,0,0,-16.6341,,,0.146308725,-3.043,-3.3588,0.719,0.477590704,0,-3.3588,-0.0336,-16.0335,-10.1066,-10.2353,0.0088,0.058,0.0496,0,0,0,0,0,0,3,0
0.3682,0.64,0.684,0.128,0.2955,17.2408,9.4921,74.3281,32.0423,28.8063,28.73117424,73.75500168,9.467310099,0.1126,0.1933,6.071,5.915868002,6.96,0.1933,0.4227,-0.0527,-0.0725,2.1883,,0.056,0.1874,,0.2674,0.657,,0,0,0.3033,0
0.6442,0.377,0.4855,0.116,0.3265,,3.6238,100.1592,11.8012,,9.64146535,33.29585121,3.852575553,0.2558,0.1224,1.466,1.330883449,,0.1224,0.599,0.6978,0.5708,0.815,0.6298,0.4651,0.5294,0.5382,0.5627,0.6138,0.5683,0.3948,0.3882,0,1
0.1247,12.45,0.238,0.053,0.0603,0,1.0593,20.0096,17.5753,15.2525,15.20972484,19.93912952,1.056325195,-1.9782,0.2319,0.727,0.669172508,122.6282,0.2319,0.1454,0.1353,0.137,0.1795,0.1339,0.1405,0.1253,0.1667,0.1861,0.1687,0.1764,0.1736,0.2684,0,1
0.3367,1.11,0.5312,0.18,0.0547,1.1251,0.927,5.2072,17.0697,2.3936,2.405801296,5.176186137,0.931696073,0.111,0.1435,1.327,0.916170635,13.9734,0.1435,0.4393,0.2926,0.3059,1.4357,-0.14,-0.049,0.0478,-0.1483,-0.0507,0.0543,-0.1779,0.2829,0,0,0
0.0791,-0.11,0.3506,-0.003,0.027,1.3995,0.5249,0,19.4524,8.3622,7.92464377,,0.497420373,-0.0084,-0.0086,2.37,1.341636653,0,-0.0086,0.1125,-1.3468,-1.4074,4.3817,0.0426,-0.0137,0.0021,-0.0081,-0.1035,-0.0024,0,0,0,0,1
0.3093,20.68,0.4025,0.043,0.0833,25.3772,3.1535,72.6291,37.7041,23.9044,23.808202,72.61584334,3.140833924,0.147,0.2313,1.098,0.846997412,203.3568,0.2313,0.4216,2.3211,2.2722,1.3354,0.2657,0.2403,0.2779,0.3172,0.3941,0.3476,0.2979,1.0303,1.5307,0.2748,1
0.3508,2.78,0.3689,0.077,-0.1832,0,7.3901,96.2806,0,-43.5454,,96.20885409,7.378098576,0.3341,0.2312,1.494,0.584907635,27.4028,0.2312,0.5921,1.1671,1.155,-0.4372,0.2749,0.2757,0.316,0,0,0,0.3047,0.5875,1.1297,0.2811,1
